text_en,text_sbert
"Innumerable number of phone calls n visits bwssb...but in vain...
They have lai new pipes but not connected to the main pipe...
Frustrated",innumerable number of phone calls n visits bwssb...but in vain... they have lai new pipes but not connected to the main pipe... frustrated
"Vehicle no : KA 41 ER 5653
Date 19 Feb 2022
Time : 10.24 AM
Violation : Riding without Helmet",vehicle no : ka 41 er 5653 date 19 feb 2022 time : 10.24 am violation : riding without helmet
"The road outside apartment is in extremely bad condition since more than 3-4 years. Have raised multiple complains to BBMP by all residents of apartment, but all complains has been closed for no good reasons. No street lights, we search road from the potholes, in rain the situations are pathetic.

Kindly do something on immediate basis.","the road outside apartment is in extremely bad condition since more than 3-4 years. have raised multiple complains to bbmp by all residents of apartment, but all complains has been closed for no good reasons. no street lights, we search road from the potholes, in rain the situations are pathetic. kindly do something on immediate basis."
Broken Footpath Danger for pedestrian. Opposite lane of Maya Indraprastha Apartment.,broken footpath danger for pedestrian. opposite lane of maya indraprastha apartment.
"All the garbage collector cans are kept in the footpath until the garbage collector collects the waste (not until 11 am to my knowledge) and even after the garbage is collected the extra garbage is spilled all over the place, it stinks and people have to walk on the road since there is no place to walk on the footpath and vehicles from behind keep honking (literally no place to walk).

Garbage should be collected before the peak time of the traffic and those cans shouldn't be blocking footpath.","all the garbage collector cans are kept in the footpath until the garbage collector collects the waste (not until 11 am to my knowledge) and even after the garbage is collected the extra garbage is spilled all over the place, it stinks and people have to walk on the road since there is no place to walk on the footpath and vehicles from behind keep honking (literally no place to walk). garbage should be collected before the peak time of the traffic and those cans shouldn't be blocking footpath."
The garbage collector has parked the garbage vehicle with full of garbage on the street. The garbages are all over road adjacent to the garbage collection vehicle.,the garbage collector has parked the garbage vehicle with full of garbage on the street. the garbages are all over road adjacent to the garbage collection vehicle.
"This road from the start of sarjapur till hosa road finish , it is compeletly damage and need immediate repair","this road from the start of sarjapur till hosa road finish , it is compeletly damage and need immediate repair"
Taking u turn blocking way to others near No U turn at cadenza gate - KA02 ML 6773,taking u turn blocking way to others near no u turn at cadenza gate - ka02 ml 6773
"Hi Team, I have been observing from past many months that their are no street lights in silk board service road which goes towards Bommanalli, many commuters Alight/deboard the buses/cabs and walk on the service road in pitch dark, this can be an ideal spots for chain snatchers/muggers due to low visibility without street lights, I request you to switch on the street lights or repair the existing street lights","hi team, i have been observing from past many months that their are no street lights in silk board service road which goes towards bommanalli, many commuters alight/deboard the buses/cabs and walk on the service road in pitch dark, this can be an ideal spots for chain snatchers/muggers due to low visibility without street lights, i request you to switch on the street lights or repair the existing street lights"
"The condition of the foothpath in 50 cross, 12 main, 3 block rajajinagar, opp to sbi is is a horrible conddition since a drainage pipe for laid more than 2 months ago. Complaint to the corporator, mla and the mayor has yealded zoro result. Request to fix the problem for the good of the citizens","the condition of the foothpath in 50 cross, 12 main, 3 block rajajinagar, opp to sbi is is a horrible conddition since a drainage pipe for laid more than 2 months ago. complaint to the corporator, mla and the mayor has yealded zoro result. request to fix the problem for the good of the citizens"
"The junction of 16th Cross Road, Jayanagar 7th Block and Kanakpura road is having a big hole, This junction needs to be Re-tarred. It is been more than 6 months this juction is broken and no one repaired it. Kanakpura road is having white topping and 16th Cross is a Tar road, Since this junction is broken Two wheeler vehicles are falling on the ground. Attaching the picture Please repair it ASAP.

Thanks,
Anil","the junction of 16th cross road, jayanagar 7th block and kanakpura road is having a big hole, this junction needs to be re-tarred. it is been more than 6 months this juction is broken and no one repaired it. kanakpura road is having white topping and 16th cross is a tar road, since this junction is broken two wheeler vehicles are falling on the ground. attaching the picture please repair it asap. thanks, anil"
No streetlights on busy streach of silk board from past many year's. when this BBMP will put lights on this place? thousands of people and lakhs of vehicles pass through this stretch. people cross irregularly and this junction is so tough to cross. please put street light and save peoples life.,no streetlights on busy streach of silk board from past many year's. when this bbmp will put lights on this place? thousands of people and lakhs of vehicles pass through this stretch. people cross irregularly and this junction is so tough to cross. please put street light and save peoples life.
"There is a granite slab missing from the footpath which is very dangerous. An adult, or even worse a child could fall in. We've heard of children falling in drains and being swept away during the monsoons. Let us prevent something like this from happening again.","there is a granite slab missing from the footpath which is very dangerous. an adult, or even worse a child could fall in. we've heard of children falling in drains and being swept away during the monsoons. let us prevent something like this from happening again."
"RCC drains are useless because cut outs are not made for water to enter it from the road.
Clean the drains and make cut outs and cover with metal mesch to stop objects going inside.",rcc drains are useless because cut outs are not made for water to enter it from the road. clean the drains and make cut outs and cover with metal mesch to stop objects going inside.
Illegal dumping near our office at South end a cross rd. because of this complete footpath become useless for pedestrians. plz look into it immediately.,illegal dumping near our office at south end a cross rd. because of this complete footpath become useless for pedestrians. plz look into it immediately.
"Garbage not cleared in all Roads of BTM 1st Stage, New Gurappana palya Ward for more than 15 days.12th A Main, BTM 1st Stage full of Garbage for more than 15 days. BBMP please take immediate action to clear, as the Mosquitoes are breeding, which will lead to Dengue and other diseases.","garbage not cleared in all roads of btm 1st stage, new gurappana palya ward for more than 15 days.12th a main, btm 1st stage full of garbage for more than 15 days. bbmp please take immediate action to clear, as the mosquitoes are breeding, which will lead to dengue and other diseases."
The road passing through Kodandarama Nagar to Amrutha college via KPC layout at Junnasandra is worst. This road is completely mud without any trace of tar. no drainage to pass the rain water nor any street lights. we wont be able to walk on this road when the rain drizzles. Kindly look into this as the rain season has started. Attachment for your reference. there a re many accidents happening just for this reason.,the road passing through kodandarama nagar to amrutha college via kpc layout at junnasandra is worst. this road is completely mud without any trace of tar. no drainage to pass the rain water nor any street lights. we wont be able to walk on this road when the rain drizzles. kindly look into this as the rain season has started. attachment for your reference. there a re many accidents happening just for this reason.
"Roads besides manjunatha kalyanamantapa vajarahalli completely damaged, vehicle riders are struggling since 1year. it comes hemmigepura and Uttarahalli BBMP limits","roads besides manjunatha kalyanamantapa vajarahalli completely damaged, vehicle riders are struggling since 1year. it comes hemmigepura and uttarahalli bbmp limits"
People are throwing garbage in empty plot near my building. It is causing foul smell and dangerous disease for the residents.,people are throwing garbage in empty plot near my building. it is causing foul smell and dangerous disease for the residents.
"Need a Road hump(speed breaker), in this road as mentioned in the photo.
Reason for the hump
1) vehicles and people are moving this other roads more than other parallel roads
2) more over vehicles like two wheeler move faster so there may be chance of accidents
3) some young students are doing bike wheeling","need a road hump(speed breaker), in this road as mentioned in the photo. reason for the hump 1) vehicles and people are moving this other roads more than other parallel roads 2) more over vehicles like two wheeler move faster so there may be chance of accidents 3) some young students are doing bike wheeling"
Street Light is Not working Properly More Than 3 Days Cholurpalya 1st b cross,street light is not working properly more than 3 days cholurpalya 1st b cross
Nearly 30 stray pigs are roaming in the area and making noise all day long,nearly 30 stray pigs are roaming in the area and making noise all day long
"I am living in slv enclave, ashwath nagar, thanisandra, beside shell petrol bunk.
Here the road is dugged many days ago and there is full dust on the road.
Many chuldren and people are facing health issues due to this dust. Please lay new tar road or atleast take some action so that the dust should not come into the houses and people dont fall sick.
thanks in advance.","i am living in slv enclave, ashwath nagar, thanisandra, beside shell petrol bunk. here the road is dugged many days ago and there is full dust on the road. many chuldren and people are facing health issues due to this dust. please lay new tar road or atleast take some action so that the dust should not come into the houses and people dont fall sick. thanks in advance."
"Footpath broken and incomplete at junction of 2nd Main Road with 4th Cross Road, First Block, Koramangala","footpath broken and incomplete at junction of 2nd main road with 4th cross road, first block, koramangala"
"The footpath walkway along Volvo compound towards Kirloskar hospital fully parked with two wheelers, peak hours very difficult for pedestrians","the footpath walkway along volvo compound towards kirloskar hospital fully parked with two wheelers, peak hours very difficult for pedestrians"
The service road is flooded with drainage water from an overflow. Has been happening regularly over the last few weeks.,the service road is flooded with drainage water from an overflow. has been happening regularly over the last few weeks.
"Road dug up for installation of pipe/ fiber and left in bad condition on 7th Main road, Mahalakshmi Layout, Bangalore 560086.
This is causing inconvenience to traffic and also to take cars in and out of gate","road dug up for installation of pipe/ fiber and left in bad condition on 7th main road, mahalakshmi layout, bangalore 560086. this is causing inconvenience to traffic and also to take cars in and out of gate"
"There is frequent power failure in krishna garden layout, BHEL extension, RR nagar. There is not even a day without power cut. Power cuts more than once a day that too for 1-2 hours each time.","there is frequent power failure in krishna garden layout, bhel extension, rr nagar. there is not even a day without power cut. power cuts more than once a day that too for 1-2 hours each time."
"Dear officer's
On the main road of Sarjapur there is a lot of air pollution is happening due to the soil besides the roads, also here the roads were very small need to be expanded.
Please try to solve the problem as soon as possible.","dear officer's on the main road of sarjapur there is a lot of air pollution is happening due to the soil besides the roads, also here the roads were very small need to be expanded. please try to solve the problem as soon as possible."
Rajbhavi Road at Varthur is completely digged up. Nobody can walk on this road due to huge dust. BBMP should repair the road at the earliest. There is a school (Jnana Sagara -JSVM) here & the kids suffer the most.,rajbhavi road at varthur is completely digged up. nobody can walk on this road due to huge dust. bbmp should repair the road at the earliest. there is a school (jnana sagara -jsvm) here & the kids suffer the most.
"State of road in Arkavathy layout 19th block, chelekere, bangalore.
It wasn't a tar road, but we atleast had some road to commute until last month. 
BWSSB dug the road to lay drainage pipes and did a shabby work in closing the stretch. Now, there are craters along the stretch which are 15ft deep. not one, not two, but the entire stretch. With heavy rains, no proper street lights, it's getting dangerous everyday for elders and kids. Will anybody pay attention to this, own it and get it fixed before it claims any lives.","state of road in arkavathy layout 19th block, chelekere, bangalore. it wasn't a tar road, but we atleast had some road to commute until last month. bwssb dug the road to lay drainage pipes and did a shabby work in closing the stretch. now, there are craters along the stretch which are 15ft deep. not one, not two, but the entire stretch. with heavy rains, no proper street lights, it's getting dangerous everyday for elders and kids. will anybody pay attention to this, own it and get it fixed before it claims any lives."
"The gorguntepaly bridge located on route from bel circle to gorguntepalya, is in pathetic state, with roads full of potholes when we get down the bridge towards gorguntepalya.Due to this the traffic is more on bridge because of heavy vehicles who needs to drive very slowly and cause a big traffic. please look into the issue, since this is an important travel route for many passengers","the gorguntepaly bridge located on route from bel circle to gorguntepalya, is in pathetic state, with roads full of potholes when we get down the bridge towards gorguntepalya.due to this the traffic is more on bridge because of heavy vehicles who needs to drive very slowly and cause a big traffic. please look into the issue, since this is an important travel route for many passengers"
"This is Silver County road, near Choodasandra, between Nandini Circle and SNN Eternia. It’s been year I m seeing this. No one is bother to clean this place. BBMP kindly take rapid action on this.","this is silver county road, near choodasandra, between nandini circle and snn eternia. it s been year i m seeing this. no one is bother to clean this place. bbmp kindly take rapid action on this."
"Hi, Garbage is not cleaned on time. Ppl are dumping animal waste from nearby shops. Dogs and birds pick the animal waste and dump it already.","hi, garbage is not cleaned on time. ppl are dumping animal waste from nearby shops. dogs and birds pick the animal waste and dump it already."
"Breeding ground for mosquitoes.
the municipal corporation has done unfinished work and has now become breeding ground for mosquitoes.",breeding ground for mosquitoes. the municipal corporation has done unfinished work and has now become breeding ground for mosquitoes.
"Dear Team, 

please check this road near laggers vidhana soudha layout , roads rigged out for water pipeline and other purpose by residents but not closed properly and in rainy season it will be a mess for road user kindly look into it .","dear team, please check this road near laggers vidhana soudha layout , roads rigged out for water pipeline and other purpose by residents but not closed properly and in rainy season it will be a mess for road user kindly look into it ."
There is sewage water flowing in to Sahakarnagar Railway Underpass. Please fix this issue,there is sewage water flowing in to sahakarnagar railway underpass. please fix this issue
"From past  5days  garbage collection being not done in our road (7th main, 1st A cross, jayanagar 2nd block near Canara bank). Please do collect it daily, as home garbage is smelling bad from 5days.","from past 5days garbage collection being not done in our road (7th main, 1st a cross, jayanagar 2nd block near canara bank). please do collect it daily, as home garbage is smelling bad from 5days."
"Respected Sir/Madam,
A borewell is dug in anniyappa lake bed and getting used for commercial purpose, this might dry up the lake as the minimum of 50000+ lts of water is pumped out daily, when i filed a compliant 10919185 it was rejected mentioning this is private borewell, so who has given permission for digging borewell in lakebed and use for commercial purpose? 
Please look into this matter before the lake dries out.

TIA","respected sir/madam, a borewell is dug in anniyappa lake bed and getting used for commercial purpose, this might dry up the lake as the minimum of 50000+ lts of water is pumped out daily, when i filed a compliant 10919185 it was rejected mentioning this is private borewell, so who has given permission for digging borewell in lakebed and use for commercial purpose? please look into this matter before the lake dries out. tia"
"Garbage Dumped on Benson Town Main Road. Please clear it on urgent basis.

Location: Opp house no 53 Benson cross road Benson town Bangalore 560046
Land Mark: Besides fair field apartment wall",garbage dumped on benson town main road. please clear it on urgent basis. location: opp house no 53 benson cross road benson town bangalore 560046 land mark: besides fair field apartment wall
"Hello Team, please help us in controlling stray dogs number in our area, every night dogs howl and we are not able to sleep. dogs are attacking kids and senior citizens who walk post evening.","hello team, please help us in controlling stray dogs number in our area, every night dogs howl and we are not able to sleep. dogs are attacking kids and senior citizens who walk post evening."
"Construction workers around my house are urinating in a nearby empty site in 2nd cross, A Block, AECS Layout. please take appropriate actions.","construction workers around my house are urinating in a nearby empty site in 2nd cross, a block, aecs layout. please take appropriate actions."
"21st Cross , Next to Vandana Flora Apartments !! plastic / cloth / food waste being dumped regularly and is Piling up everyday !!","21st cross , next to vandana flora apartments !! plastic / cloth / food waste being dumped regularly and is piling up everyday !!"
"Dear sir
street light not working near jai poly clinic",dear sir street light not working near jai poly clinic
"There is a unclean footpath shop near to the canara bank ATM, which started to stink and under that shop is the place for rats so please take an action, as public we informed the owner about it but she is abusive and don't want to listen to anyone so please take necessary action.    Thank you.","there is a unclean footpath shop near to the canara bank atm, which started to stink and under that shop is the place for rats so please take an action, as public we informed the owner about it but she is abusive and don't want to listen to anyone so please take necessary action. thank you."
"Some one hundred yards of the existing road is muddy and not properly constructed from anjanaswamy temple to another existing tar road. this is the only wide road through which four-wheelers can pass up to the residencial areas. In rainy season the condition will become horrible. A pcc road is being constructed close by but can not be used as the the main approach as it passes through narrow lanes. If this part is also made pcc, it would be a great relief to the residents.","some one hundred yards of the existing road is muddy and not properly constructed from anjanaswamy temple to another existing tar road. this is the only wide road through which four-wheelers can pass up to the residencial areas. in rainy season the condition will become horrible. a pcc road is being constructed close by but can not be used as the the main approach as it passes through narrow lanes. if this part is also made pcc, it would be a great relief to the residents."
STENCH OR URINE SMELL SURROUNDS THE TRAFFIC SIGNAL JUNCTION NEAR J.C.ROAD JUNCTION (OPPOSITE STATE BANK OF INDIA). THE VACANT PLOT IS BEING USED AS PUBLIC URINAL.  THIS IS TO REQUEST THE CONCERNED AUTHORITIES TO ENSURE THAT THE PLOT IS CLEANED AND MAINTAINED WELL.,stench or urine smell surrounds the traffic signal junction near j.c.road junction (opposite state bank of india). the vacant plot is being used as public urinal. this is to request the concerned authorities to ensure that the plot is cleaned and maintained well.
"There is no proper library in Whitefield/ITPL.
Please construct one Library to increase awareness and knowledge.
There is lot of open area where library can be constructed in the ITPL area.",there is no proper library in whitefield/itpl. please construct one library to increase awareness and knowledge. there is lot of open area where library can be constructed in the itpl area.
It’s been there for more then 4months no one comes to to clean it from bbmp side seeing the garbage even people passing though this route throws there garbage here and run off,it s been there for more then 4months no one comes to to clean it from bbmp side seeing the garbage even people passing though this route throws there garbage here and run off
Dasharahalli main road is in worst condition . Road beards Tharring. Please take an action on this,dasharahalli main road is in worst condition . road beards tharring. please take an action on this
Stored garbage opposite to essar petrol bunk salarpurdamma temple road,stored garbage opposite to essar petrol bunk salarpurdamma temple road
All the garbage from hotels and other places are placed on the main road between Nirantara layout and country club.Not able to walk or go for jog in that road.If required can send the photos.Its a huge garbage.Kindly help,all the garbage from hotels and other places are placed on the main road between nirantara layout and country club.not able to walk or go for jog in that road.if required can send the photos.its a huge garbage.kindly help
No Street light near kogilu cross bus stop towards bagaluru cross,no street light near kogilu cross bus stop towards bagaluru cross
"I had earlier complained in BBMP website a few months back about the open defecation issue in the vacant land near my house. The issue still continues. We are unable to open our windows due to the bad smell and risk of disease spreading flies, not to mention the visual uneasiness. Several people who live in the encroached land are using this place for defecation everyday. Authorities should make sure that a permanent solution is in place so as to prevent risk of any communicable disease in this rainy season.","i had earlier complained in bbmp website a few months back about the open defecation issue in the vacant land near my house. the issue still continues. we are unable to open our windows due to the bad smell and risk of disease spreading flies, not to mention the visual uneasiness. several people who live in the encroached land are using this place for defecation everyday. authorities should make sure that a permanent solution is in place so as to prevent risk of any communicable disease in this rainy season."
"Empty plot stagnant water mosquitoes breeding very quickly 
Huge amount of infestations",empty plot stagnant water mosquitoes breeding very quickly huge amount of infestations
"Pantharapalya (near Pramod Layout), garbage from the industries getting dumped into Vrushabhavathi.","pantharapalya (near pramod layout), garbage from the industries getting dumped into vrushabhavathi."
Stray dogs attacked a construction worker nearby. Courier and delivery persons are unable to come to the street. Sleepless nights due to continuous barking.,stray dogs attacked a construction worker nearby. courier and delivery persons are unable to come to the street. sleepless nights due to continuous barking.
Hosakerehalli nice road underpass streetlight not working any time any days be dangerous road in have vehicle in road install 6 light  Pz urgent install  the led lights this power is good,hosakerehalli nice road underpass streetlight not working any time any days be dangerous road in have vehicle in road install 6 light pz urgent install the led lights this power is good
"Street vendors using very loud speakers and passing through each street to sell vegetables, plastics etc., it is high disturbance for babies, senior citizens, working and school attending children as they are disturbed by this continuous loud noise due to speakers","street vendors using very loud speakers and passing through each street to sell vegetables, plastics etc., it is high disturbance for babies, senior citizens, working and school attending children as they are disturbed by this continuous loud noise due to speakers"
"There are lots of mosquitoes in and around apartments in Halehalli. due to this mosquito bites, many people are suffering from Dengue and other diseases

please instruct the concerned authorities to look into the issue","there are lots of mosquitoes in and around apartments in halehalli. due to this mosquito bites, many people are suffering from dengue and other diseases please instruct the concerned authorities to look into the issue"
"The road in the layout was dug up to lay sewerage and water pipes. After this job, the road was left in the dug up condition, and no effort was made to level it. The recent rains has resulted in the road being unusable.","the road in the layout was dug up to lay sewerage and water pipes. after this job, the road was left in the dug up condition, and no effort was made to level it. the recent rains has resulted in the road being unusable."
Park has been extended last year. But maintenance has not been done. Because of monsoons snakes have been roaming all around the roads. Very dangerous to walk in the park as well as in the roads,park has been extended last year. but maintenance has not been done. because of monsoons snakes have been roaming all around the roads. very dangerous to walk in the park as well as in the roads
"Vehicle parked illegally on the main pwd road since the last 4 days, seems like a junk vehicle, please have it removed. it's hampering daily traffic and has become a big menace","vehicle parked illegally on the main pwd road since the last 4 days, seems like a junk vehicle, please have it removed. it's hampering daily traffic and has become a big menace"
Airport road in Murugesh palya completely dug up for over a week!,airport road in murugesh palya completely dug up for over a week!
"We see heavy traffic pile up between Udupi Garden junction BTM Outer Ring Road and central Silk Board due to the bad road conditions near IOC petrol pump 200m before Silk Board junction. Due to Metro work, the road was damaged.

Request you to kindly make arrangements to repair the road at the earliest.","we see heavy traffic pile up between udupi garden junction btm outer ring road and central silk board due to the bad road conditions near ioc petrol pump 200m before silk board junction. due to metro work, the road was damaged. request you to kindly make arrangements to repair the road at the earliest."
Garbage truck is not coming to my place. It is becoming saviour problem.,garbage truck is not coming to my place. it is becoming saviour problem.
Pipe broken and leading to over flow into storm water drain,pipe broken and leading to over flow into storm water drain
This is to inform  you that an under construction  building  where more than  30 members are residing  are causing a nuisance  in night and in the morning burning old wood  for their  personal  reasons.  They dont have the basic sanitation  facilities  which  has to be provided  by the builders.  Though repeated  complaints about this their  is negligence  from their side  and threaten us if we complain  to the corporator. Please take  neccessary  action against  them.,this is to inform you that an under construction building where more than 30 members are residing are causing a nuisance in night and in the morning burning old wood for their personal reasons. they dont have the basic sanitation facilities which has to be provided by the builders. though repeated complaints about this their is negligence from their side and threaten us if we complain to the corporator. please take neccessary action against them.
"Hi,
This main road of paanduranga layout is filled with multiple pot holes and waterlogged Roads and unauthorised parkings, heavy load multiple axle trucks and  busses are going in this residential area main road due to which Roads have got damaged, kindly request the concerned team to take this request on priority and resolve this issue","hi, this main road of paanduranga layout is filled with multiple pot holes and waterlogged roads and unauthorised parkings, heavy load multiple axle trucks and busses are going in this residential area main road due to which roads have got damaged, kindly request the concerned team to take this request on priority and resolve this issue"
"Hello sir/mam, from past more than a week garbage collectors haven't come to pick the garbage. It's just piling up. Could you please check what's the issue?","hello sir/mam, from past more than a week garbage collectors haven't come to pick the garbage. it's just piling up. could you please check what's the issue?"
"No water since last month, inspite of repeated complaints there is no use. Whom to contact for basic requirements like water. Why do BBMP collect taxes without providing basic needs.","no water since last month, inspite of repeated complaints there is no use. whom to contact for basic requirements like water. why do bbmp collect taxes without providing basic needs."
"At BBMP office near kengeri ttmc bus terminal (kadamba bus terminal) there is a huge social gathering without  covid 19 precautions, not maintaining 6 feet social distancing and many of them not wearing mask. There is only one counter for all services and employees themselves not wearing mask. Certain precautions must be immediately take action and for even taking print out of the application we must stand in line for hours to hours.I request to make any facilities to take print out of income certificate at near by cyber or download option from the website","at bbmp office near kengeri ttmc bus terminal (kadamba bus terminal) there is a huge social gathering without covid 19 precautions, not maintaining 6 feet social distancing and many of them not wearing mask. there is only one counter for all services and employees themselves not wearing mask. certain precautions must be immediately take action and for even taking print out of the application we must stand in line for hours to hours.i request to make any facilities to take print out of income certificate at near by cyber or download option from the website"
"Due to election code of conduct my application for new street light was on hold but still new light was not installed, request to please have the new light installated at earliest as the pedestrians are finding difficult to walk on road during night. Thanks

My cell : 9986649666","due to election code of conduct my application for new street light was on hold but still new light was not installed, request to please have the new light installated at earliest as the pedestrians are finding difficult to walk on road during night. thanks my cell : 9986649666"
Every evening led street light is turned on at around 6PM. It takes over an hour to become stable. All it does till that time is flicker.,every evening led street light is turned on at around 6pm. it takes over an hour to become stable. all it does till that time is flicker.
"BBMP, Please take this dog and habitat it under your supervision. Please see photo, we want to avoid anymore dog bite.","bbmp, please take this dog and habitat it under your supervision. please see photo, we want to avoid anymore dog bite."
"100 feet road connecting from madiwala ayyapa Swami temple to kormangla water tank , has a defective manhole cover having 15 inch gap , highly accidental prone","100 feet road connecting from madiwala ayyapa swami temple to kormangla water tank , has a defective manhole cover having 15 inch gap , highly accidental prone"
"Both sides of the road is filled with trash(mix of plastic, building debris, food waste)","both sides of the road is filled with trash(mix of plastic, building debris, food waste)"
Many stray dogs  is  here  and creating  lot  of  trouble in the  night  and in day time as well.Due to female dog  many  male dogs have  come and barg and fight.scary to walk on the  road for  kids,many stray dogs is here and creating lot of trouble in the night and in day time as well.due to female dog many male dogs have come and barg and fight.scary to walk on the road for kids
Street lights in our Road are not working for past one week,street lights in our road are not working for past one week
"Hi All,

This is very important to construct a foot over bridge at this place, I have seen several accidents and it is very unsafe.
Please take further actions as soon as possible.
Thank you.","hi all, this is very important to construct a foot over bridge at this place, i have seen several accidents and it is very unsafe. please take further actions as soon as possible. thank you."
"Road was completely damaged from last 1 year, no action was taken. Even drainage water also flowing on the road. Its big crowded place so it will problem for traveller to travel and common people to walk. 

Please refer the road and fix the drainage problem","road was completely damaged from last 1 year, no action was taken. even drainage water also flowing on the road. its big crowded place so it will problem for traveller to travel and common people to walk. please refer the road and fix the drainage problem"
"Leaves,tree cuttings and garbage not cleared. attached pic. 2nd cross, 2nd block 3rd stage Banashankari. ward 163. this has been repeatedly happening.","leaves,tree cuttings and garbage not cleared. attached pic. 2nd cross, 2nd block 3rd stage banashankari. ward 163. this has been repeatedly happening."
BBMP Sanitation Truck is standing here from a week and it is causing traffic bottlenecks here,bbmp sanitation truck is standing here from a week and it is causing traffic bottlenecks here
"Streetlights are not working from past 10 days...do repair and make sure turn this on time.
do solve or else it will be difficult to walk and all and even it's the safety",streetlights are not working from past 10 days...do repair and make sure turn this on time. do solve or else it will be difficult to walk and all and even it's the safety
The street light at Chandra Layout bus stand shelter (opposite to Karavali grand on 80 feet main road) was working earlier. It's not working from past few months. Please fix it.,the street light at chandra layout bus stand shelter (opposite to karavali grand on 80 feet main road) was working earlier. it's not working from past few months. please fix it.
"The streetlight doesn't work and there is road repair widening work going on. This is just before the Sobha Dream Acres Sales office. After dusk, this is pitch dark, there is a pan shop at the corner and since it's dark people are urinating in open and also gives scope for antisocial elements .","the streetlight doesn't work and there is road repair widening work going on. this is just before the sobha dream acres sales office. after dusk, this is pitch dark, there is a pan shop at the corner and since it's dark people are urinating in open and also gives scope for antisocial elements ."
"Riding Scooter on Cycle Lane 
Vehicle Registration Number: KA08Y7330
Date and Time: 14 Dec, Tue, 09:01 AM","riding scooter on cycle lane vehicle registration number: ka08y7330 date and time: 14 dec, tue, 09:01 am"
Form 2 years we have been complaining about tarring of kutcha road in our area. No one has turned up and took responsible.facing difficulty.please do the need as soon as possible,form 2 years we have been complaining about tarring of kutcha road in our area. no one has turned up and took responsible.facing difficulty.please do the need as soon as possible
The whole of JP Nagar all roads have been dug up and no tarring has been done for months now. It has become difficult to even move out of the house or even take a walk. The situation has become the worst ever. Has the BBMP decided to leave the situation as is for citizens to deal.,the whole of jp nagar all roads have been dug up and no tarring has been done for months now. it has become difficult to even move out of the house or even take a walk. the situation has become the worst ever. has the bbmp decided to leave the situation as is for citizens to deal.
The road connecting whitefield outer circle to borewell road post office near Samskriti Academy is in very bad condition. The road is full of potholes and also the road is not properly levelled. It needs repair,the road connecting whitefield outer circle to borewell road post office near samskriti academy is in very bad condition. the road is full of potholes and also the road is not properly levelled. it needs repair
"Hi BBMP, 

We are suffering to commute with this bad road condition from past one year, have already complaint against this issue in this forum couple of month back but till now we haven't received any response., instead we got response saying this issue is resolved, no body is bothered to respond even our corporator who has come to our houses to ask vote..


Ramangenaya, nandakumar layout,  5th, 6th, 7th main road.. Uttarahalli....","hi bbmp, we are suffering to commute with this bad road condition from past one year, have already complaint against this issue in this forum couple of month back but till now we haven't received any response., instead we got response saying this issue is resolved, no body is bothered to respond even our corporator who has come to our houses to ask vote.. ramangenaya, nandakumar layout, 5th, 6th, 7th main road.. uttarahalli...."
Are you people sleeping with this condition of the narrow road and ridiculous Situation where thousands of people are commuting on this road..,are you people sleeping with this condition of the narrow road and ridiculous situation where thousands of people are commuting on this road..
"Please fix broken footpath on inner circle road , dodsworh layout","please fix broken footpath on inner circle road , dodsworh layout"
"Since the drains are filled with waste, and not cleaned since many months and when it rains water is flooding on the roads and entering into houses","since the drains are filled with waste, and not cleaned since many months and when it rains water is flooding on the roads and entering into houses"
Need wide disabled friendly  foot paths in entire stretch of Kasavanahalli main road,need wide disabled friendly foot paths in entire stretch of kasavanahalli main road
"This spot is right at the entrance of Sarvabhowma Nagar surrounded by industries and residential building. There is some open land whose owner is unknown. People started throwing garbage here, now men stop by to urinate often.","this spot is right at the entrance of sarvabhowma nagar surrounded by industries and residential building. there is some open land whose owner is unknown. people started throwing garbage here, now men stop by to urinate often."
The Road needs to be Asphalted the road is covered with.all bushes and in bad conditions,the road needs to be asphalted the road is covered with.all bushes and in bad conditions
"Hi Sir, Drainage sanitary problem from past 12 months as we have complaint many times to bbmp office as there is no response. Sanitary work not done properly and pipes  are not connected to till end...in the middle they have stopped. So drainage water is coming out in houses and on the roads. So please do the needful as soon as possible, it's a humble request to resolve the problem.","hi sir, drainage sanitary problem from past 12 months as we have complaint many times to bbmp office as there is no response. sanitary work not done properly and pipes are not connected to till end...in the middle they have stopped. so drainage water is coming out in houses and on the roads. so please do the needful as soon as possible, it's a humble request to resolve the problem."
"Hi, I would like to draw attention towards the poor condition of road. The road is in extremely poor condition and on top of that rain is making the condition worse. Every Sunday there is a problem due to this road as there is a special prayer in church. 
There is no proper street lights as well.","hi, i would like to draw attention towards the poor condition of road. the road is in extremely poor condition and on top of that rain is making the condition worse. every sunday there is a problem due to this road as there is a special prayer in church. there is no proper street lights as well."
"RECENTLY THEY HAVE LAID A NEW ROAD WITHOUT CREATING A CHANNEL FOR FLOW OF WASTE WATER AFTER A FEW MONTHS OF COMPLAINTS TO COUNCILLOR. HE MADE SOME RAINWATER HARVESTING POT HOLES, BUT WHEREVER IT HAS BEEN DONE THE PARTICULAR HOUSE OWNER HAS CLOSED THAT. NOW THE WASTE WATER IS FLOWING ALL OVER THE ROAD.","recently they have laid a new road without creating a channel for flow of waste water after a few months of complaints to councillor. he made some rainwater harvesting pot holes, but wherever it has been done the particular house owner has closed that. now the waste water is flowing all over the road."
